title,description,issue,volume,series,publisher,date,creators,format,value
By Any Other Name...,Regular Jamal Campbell Cover,1012A,3,Action Comics,DC Comics,2019-06-27,Brian Michael Bendis | Szymon Kudranski,,0
Year of the Villain - Gifts,Regular Jamal Campbell Cover,1013A,3,Action Comics,DC Comics,2019-07-27,Brian Michael Bendis | Szymon Kudranski,,0
Year of the Villain,Regular Brandon Peterson Cover,1014A,3,Action Comics,DC Comics,2019-09-20,Brian Michael Bendis | Szymon Kudranski,,0
Year of the Villain - New Voices,Regular David Marquez Cover,1015A,3,Action Comics,DC Comics,2019-10-17,Brian Michael Bendis | Szymon Kudranski,,0
Year of the Villain - Coming Of Age,Regular Jamal Campbell Cover,1016A,3,Action Comics,DC Comics,2019-11-05,Brian Michael Bendis | Szymon Kudranski,,0
Year of the Villain - Metropolis Doom!,Regular John Romita Jr & Klaus Janson Acetate Cover,1017A,3,Action Comics,DC Comics,2019-12-06,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"Metropolis Doom!, Part 2",Regular John Romita Jr & Klaus Janson Cover,1018A,3,Action Comics,DC Comics,2020-02-23,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"Metropolis Doom!, Metropolis Doom Part 3",Regular John Romita Jr & Klaus Janson Cover,1019A,3,Action Comics,DC Comics,2020-02-23,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"Metropolis Doom!, Part 4",Regular John Romita Jr & Klaus Janson Cover,1020A,3,Action Comics,DC Comics,2020-06-19,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"Metropolis Doom!, Conclusion",Regular John Romita Jr & Klaus Janson Cover,1021A,3,Action Comics,DC Comics,2020-06-19,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"The House of Kent, Part 1",Regular John Romita Jr & Klaus Janson Cover,1022A,3,Action Comics,DC Comics,2020-08-08,"Brian Michael Bendis | John S. Romita, Jr. | Danny K. Miki",,0
"The House of Kent, The House of Kent Part Two",John Romita Jr cover,1023A,3,Action Comics,DC Comics,2020-08-09,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"The House of Kent, Part Three",Regular John Romita Jr & Klaus Janson Cover,1024A,3,Action Comics,DC Comics,2020-12-04,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"The House of Kent, Part 4",Regular John Romita Jr & Klaus Janson Cover,1025A,3,Action Comics,DC Comics,2020-12-04,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"The House of Kent, The House of Kent Part Five",Regular John Romita Jr & Klaus Janson Cover,1026A,3,Action Comics,DC Comics,2020-12-03,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"The House of Kent, Epilogue",Regular John Romita Jr Cover,1027A,3,Action Comics,DC Comics,2020-12-04,"Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson",,0
"The House of Kent, Chapter 7: Micro Hopes",Cvr A John Romita Jr & Klaus Janson,1028A,3,Action Comics,DC Comics,2021-01-01,Brian Michael Bendis | John Romita Jr. | Klaus Janson,,0
"The Golden Age, The Golden Age Part Two / The Passenger Part One",Phil Hester Cover,1029A,3,Action Comics,DC Comics,2021-06-02,Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad,,0
N/A,Variant Julian Totino Tedesco Card Stock Cover,1030B,3,Action Comics,DC Comics,2021-06-14,Becky Cloonan | Phillip Kennedy Johnson | Michael Conrad,,0
"Warworld Rising, Part Two / The Passenger, Part Three",Mikel Janin Regular Cover,1031A,3,Action Comics,DC Comics,2021-06-14,Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad,,0
"Warworld Rising, Part Three",Regular Mikel Janin Cover,1032A,3,Action Comics,DC Comics,2021-06-26,Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad,,0
"Warworld Rising, Part Four",Daniel Sempere Regular Cover,1033A,3,Action Comics,DC Comics,2021-08-01,Phillip Kennedy Johnson | Michael W. Conrad | Rebecca Cloonan,,0
"Warworld Rising, Part Five / The Passenger, Part 6",Daniel Sempere Regular Cover,1034A,3,Action Comics,DC Comics,2021-09-17,Phillip Kennedy Johnson | Michael W. Conrad | Rebecca Cloonan,,0
N/A,Regular Daniel Sampere Cover,1035A,3,Action Comics,DC Comics,2021-10-01,Sean Lewis | Phillip Kennedy Johnson | Sami Basri,,0
"Warworld Saga, Part 1; Tales of Metropolis",Daniel Sempere Regular Cover,1036A,3,Action Comics,DC Comics,2021-11-12,Sean Lewis | Phillip Kennedy Johnson | Sami Basri,,0
"Futures End, Crossroads",3-D Edition,1A,1,Action Comics: Futures End,DC Comics,2014-10-04,Sholly Fisch | Pascal Alixe | Vicente Cifuentes,,0
N/A,N/A,1,1,Action Comics: Special,DC Comics,2018-05-05,Dan Jurgens | Max Landis | Daniel Jurgens,,0
The Secret Of Selune's Eye,N/A,3,1,Advanced Dungeons & Dragons,DC Comics,2014-02-23,Jan Duursema | Michael Fleisher,,0
Sorcerer's Moon,N/A,4,1,Advanced Dungeons & Dragons,DC Comics,2014-02-23,Jan Duursema | Michael J. Fleisher,,0
"The Spirit of Myrrth, The Spirit Of Myrrth",N/A,5,1,Advanced Dungeons & Dragons,DC Comics,2014-02-23,Dan Mishkin | Jan Duursema,,0
"The Spirit of Myrrth, Beneath The City Of The Dead",N/A,6,1,Advanced Dungeons & Dragons,DC Comics,2014-02-23,Dan Mishkin | Jan Duursema | Kim DeMulder,,0
"The Spirit of Myrrth, Showtime! Or Revenge Of The Living Monologue",N/A,7,1,Advanced Dungeons & Dragons,DC Comics,2014-02-23,Dan Mishkin | Jan Duursema | John Statema,,0
"""Wish You Were Here!""",N/A,1,1,The Adventures of Cyclops and Phoenix,Marvel Comics,2014-02-23,Scott Lobdell | Gene Ha | Al Vey,,0
"""Tenure""",N/A,2,1,The Adventures of Cyclops and Phoenix,Marvel Comics,2014-02-23,Scott Lobdell | Gene Ha | Al Vey,,0
"""Through The Years""",N/A,3,1,The Adventures of Cyclops and Phoenix,Marvel Comics,2014-02-23,Scott Lobdell | Gene Ha | Mark Pennington,,0
"""Sacrifice""",N/A,4,1,The Adventures of Cyclops and Phoenix,Marvel Comics,2014-02-23,Scott Lobdell | Gene Ha | Bill Anderson,,0
Peer Pressure - Part 3: ...With Powers Beyond Those Of Mortal Men,N/A,0,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Barry Kitson | Ray McCarthy,,0
The Hurrieder I Go,N/A,440,1,The Adventures of Superman,DC Comics,2014-02-23,Jerry Ordway | John Byrne | Dennis Janke,,0
Funeral For a Friend - Life After Death,Collector's Edition,500B,1,The Adventures of Superman,DC Comics,2014-02-23,Jerry Ordway | Roger Stern | Louise Simonson,,0
Funeral For a Friend - Life After Death,Polybagged,500D,1,The Adventures of Superman,DC Comics,2014-02-23,Jerry Ordway | Tom Grummett | Doug Hazlewood,,0
Reign of the Supermen - The Adventures Of Superman... When He Was A Boy!,Die-Cut Cover,501B,1,The Adventures of Superman,DC Comics,2014-02-23,Jerry Ordway | Karl Kesel | Tom Grummett,,0
Payback!,N/A,506,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Tom Grummett | Doug Hazlewood,,0
"Fall of Metropolis - Fall Of Metropolis, Dangerous Visions",N/A,514,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Pete Krause | Ron McCain Jr.,,0
Massacre In Metropolis - Deadly Measures,N/A,515,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Barry Kitson | Ray McCarthy,,0
Zero Hour - The Hero Of Metropolis,N/A,516,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Pete Krause | Jackson Guice,,0
Death-Trap!,N/A,517,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Barry Kitson | Ray McCarthy,,0
The Armagetto Run!,N/A,518,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Barry Kitson | Steve Montano,,0
No One Defeats Brainiac!,N/A,519,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Barry Kitson | Mike Manley,,0
Cold As Ice,N/A,521,1,The Adventures of Superman,DC Comics,2014-02-23,"Karl Kesel | Stuart Immonen | José Marzán, Jr.",,0
City Of Hope,N/A,522,1,The Adventures of Superman,DC Comics,2014-02-23,"Karl Kesel | Stuart Immonen | José Marzán, Jr.",,0
The Hit,N/A,523,1,The Adventures of Superman,DC Comics,2014-02-23,"Karl Kesel | Stuart Immonen | José Marzán, Jr.",,0
Where Is Superman?,N/A,524,1,The Adventures of Superman,DC Comics,2014-02-23,"Karl Kesel | Stuart Immonen | José Marzán, Jr.",,0
Title Bout!,N/A,526,1,The Adventures of Superman,DC Comics,2014-02-23,Karl Kesel | Rodolfo DaMaggio | Klaus Janson,,0
The Return,N/A,527,1,The Adventures of Superman,DC Comics,2014-02-23,"Karl Kesel | Stuart Immonen | José Marzán, Jr.",,0
Deadly Silence,N/A,528,1,The Adventures of Superman,DC Comics,2014-02-23,"Karl Kesel | Stuart Immonen | José Marzán, Jr.",,0
N/A,N/A,15,2,Adventures of Superman,DC Comics,2014-09-01,Ron Marz | Evan 'Doc' Shaner | Eric Gapstur,,0
"Action Detectives, Part One: Bad Guise",Regular Dan Mora Cover,1A,1,Adventures Of The Super Sons,DC Comics,2019-01-19,Peter J. Tomasi | Carlo Barberi | Art Thibert,,0
"Action Detectives, Part 2",N/A,2,1,Adventures Of The Super Sons,DC Comics,2019-01-19,Peter J. Tomasi | Carlo Barberi | Arthur Edward Thibert,,0
"Action Detectives, Part Three",N/A,3,1,Adventures Of The Super Sons,DC Comics,2019-01-19,Peter J. Tomasi | Carlo Barberi | Arthur Edward Thibert,,0
Lost Boys,N/A,4,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
Deus Ex Machina,N/A,5,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
Tomorrow Sometimes Dies,N/A,6,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Scott Godlewski,,0
Noir Town,N/A,7,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
Jailhouse Rocked,N/A,8,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
"The Good, the Bad, And the Sons",N/A,9,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Scott Godlewski,,0
Gang War,N/A,10,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
Part 2,N/A,11,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
Gang War Conclusion,N/A,12,1,Adventures Of The Super Sons,DC Comics,2019-07-11,Peter J. Tomasi | Carlo Barberi | Matt Santorelli,,0
Full House---Dragons High!,N/A,3,1,The Adventures of the Thing,Marvel Comics,2014-02-23,Peter B. Gillis | Frank Miller | Bob McLeod,,0
Escape From Riverdale,2nd Printing,1F,1,Afterlife With Archie,Archie Comic Publications,2014-04-10,Roberto Aguirre-Sacasa | Francesco Francavilla,,0
"Escape From Riverdale, Chapter Two: Dance of the Dead",Francesco Francavilla Regular Cover,2A,1,Afterlife With Archie,Archie Comic Publications,2014-05-03,Gray Morrow | Roberto Aguirre-Sacasa | Francesco Francavilla,,0
"Betty R.I.P., Chapter One: Witch in the Dream House",Andrew Pepoy Variant Cover,6B,1,Afterlife With Archie,Archie Comic Publications,2015-12-13,Roberto Aguirre-Sacasa | Francesco Francavilla,,0
"Betty R.I.P., Chapter Two: Dear Diary",Andrew Pepoy Variant Cover,7B,1,Afterlife With Archie,Archie Comic Publications,2015-12-13,Roberto Aguirre-Sacasa | Marvin Channing | Doug Wildey,,0
"Betty: R.I.P., Chapter Three: A Ghost Story...",Francesco Francavilla Regular Cover,8A,1,Afterlife With Archie,Archie Comic Publications,2015-12-13,Roberto Aguirre-Sacasa | Marv Channing | Phil Seuling,,0
Secret Wars - Sticks and Stones...,Gerardo Sandoval Regular Cover,1A,2,Age of Apocalypse,Marvel Comics,2015-10-03,Fabian Nicieza | Gerardo Sandoval,,0
Secret Wars - Mutually Assured Destruction,Gerardo Sandoval Regular Cover,2A,2,Age of Apocalypse,Marvel Comics,2015-10-03,Fabian Nicieza | Gerardo Sandoval,,0
Secret Wars,N/A,3A,2,Age of Apocalypse,Marvel Comics,2015-10-03,Fabian Nicieza | Gerardo Sandoval,,0
Secret Wars - Legacies,N/A,4A,2,Age of Apocalypse,Marvel Comics,2015-10-03,Fabian Nicieza | Iban Coello,,0
Secret Wars,Gerardo Sandoval Regular Cover,5A,2,Age of Apocalypse,Marvel Comics,2015-11-20,Fabian Nicieza | Iban Coello,,0
Age of Apocalypse - The Chosen,N/A,1,1,The Age of Apocalypse: The Chosen,Marvel Comics,2014-02-23,Tim Sale | Steve Skroce | Ian Churchill,,0
The Lost Verses,Regular Sana Takeda Cover,1A,1,"Age of Conan: Bêlit, Queen Of The Black Coast",Marvel Comics,2019-12-22,Tini Howard | Kate Niemczyk,,0
The Mad Quest,Regular Sana Takeda Cover,2A,1,"Age of Conan: Bêlit, Queen Of The Black Coast",Marvel Comics,2019-12-22,Tini Howard | Kate Niemczyk,,0
The Lesson,Sana Takeda Cover,3A,1,"Age of Conan: Bêlit, Queen Of The Black Coast",Marvel Comics,2019-12-22,Tini Howard | Kate Niemczyk | Scott Hanna,,0
The Oath,Regular Sana Takeda Cover,4A,1,"Age of Conan: Bêlit, Queen Of The Black Coast",Marvel Comics,2019-12-22,Tini Howard | Kate Niemczyk | Scott Hanna,,0
All Hail the Queen,Regular Sana Takeda Cover,5A,1,"Age of Conan: Bêlit, Queen Of The Black Coast",Marvel Comics,2019-12-22,Tini Howard | Kate Niemczyk | Scott Hanna,,0
Part One: Child Of War,Regular Jay Anacleto Cover,1A,1,Age of Conan: Valeria,Marvel Comics,2020-02-23,Meredith Finch | Aneke,,0
Warrior of Aquilonia,Regular Jay Anacleto Cover,2A,1,Age of Conan: Valeria,Marvel Comics,2020-02-23,Matt Forbeck | Meredith Finch | Aneke,,0
Chapter Three: Ghost Of The Past,N/A,3,1,Age of Conan: Valeria,Marvel Comics,2020-02-23,Meredith Finch | Aneke,,0
Chapter Four: Lord Of Lies,N/A,4,1,Age of Conan: Valeria,Marvel Comics,2020-02-23,Matt Forbeck | Meredith Finch | Aneke,,0
Heart of Vengeance,N/A,5,1,Age of Conan: Valeria,Marvel Comics,2020-02-23,Matt Forbeck | Meredith Finch | Garry Brown,,0
Age of Ultron - Book One,Regular Bryan Hitch Foil Cover,1A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Bryan Hitch | Paul Neary,,0
Age of Ultron - Book Two,Regular Bryan Hitch Cover,2A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Bryan Hitch | Paul Neary,,0
Age of Ultron - Book Three,Regular Bryan Hitch Cover,3A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Bryan Hitch | Paul Neary,,0
Age of Ultron,Regular Bryan Hitch Cover,4A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Bryan Hitch | Paul Neary,,0
Age of Ultron,Regular Bryan Hitch Cover,5A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Bryan Hitch | Paul Neary,,0
Age of Ultron,Regular Brandon Peterson Cover,6A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Brandon Peterson | Carlos Pacheco,,0
Age of Ultron - Book Seven,Regular Brandon Peterson Cover,7A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Brandon Peterson | Carlos Pacheco,,0
Age of Ultron - Book Eight,Regular Brandon Peterson Cover,8A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Brandon Peterson,,0
Age of Ultron - Book Nine,Regular Carlos Pacheco Cover,9A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Brandon Peterson | Carlos Pacheco,,0
Age of Ultron - Book Ten,Regular Brandon Peterson Cover,10A,1,Age of Ultron,Marvel Comics,2014-02-23,Brian Michael Bendis | Alex Maleev | Brandon Peterson,,0
Age of Ultron,Regular Sara Pichelli Cover,10AI-A,1,Age of Ultron,Marvel Comics,2014-02-23,Mark Waid | André Lima Araújo,,0
Secret Wars: Battleworld - Part 1: A Stranger Came to Town,Carlos Pacheco Regular Cover,1A,1,Age of Ultron vs. Marvel Zombies,Marvel Comics,2015-08-23,James Robinson | Steve Pugh | Matt Milla,,0
Secret Wars: Battleworld - Part 2: Strange Bedfellows,Steve Pugh Cover,2A,1,Age of Ultron vs. Marvel Zombies,Marvel Comics,2015-08-23,James Robinson | Steve Pugh | Tom Grummett,,0
Secret Wars: Battleworld - Send Help,N/A,3A,1,Age of Ultron vs. Marvel Zombies,Marvel Comics,2015-08-23,James Robinson | Steve Pugh,,0
Secret Wars: Battleworld,N/A,4,1,Age of Ultron vs. Marvel Zombies,Marvel Comics,2015-09-12,James Robinson | Steve Pugh | Paul Rivoche,,0
Age of X-Man,Regular Phil Noto Cover,1A,1,Age Of X-Man: Alpha,Marvel Comics,2019-07-25,Zac Thompson | Lonnie Nadler | Ramon Rosanas,,0
N/A,Regular Gerardo Sandoval Cover,1A,1,Age of X-Man: Apocalypse and the X-Tracts,Marvel Comics,2019-08-04,Tim Seeley | Salvador Espin,,0
Age of X-Man,Regular Gerardo Sandoval Cover,2A,1,Age of X-Man: Apocalypse and the X-Tracts,Marvel Comics,2019-08-04,Tim Seeley | Salvador Espin,,0
N/A,N/A,3,1,Age of X-Man: Apocalypse and the X-Tracts,Marvel Comics,2019-08-04,Tim Seeley | Salvador Espin,,0
N/A,N/A,5,1,Age of X-Man: Apocalypse and the X-Tracts,Marvel Comics,2019-08-04,Tim Seeley | Salvador Espin,,0
N/A,Regular Chris Bachalo Cover,1A,1,Age of X-Man: Nextgen,Marvel Comics,2019-08-04,Ed Brisson | Marcus To,,0
N/A,Regular Chris Bachalo Cover,2A,1,Age of X-Man: Nextgen,Marvel Comics,2019-08-04,Ed Brisson | Marcus To,,0
N/A,N/A,3,1,Age of X-Man: Nextgen,Marvel Comics,2019-08-04,Ed Brisson | Marcus To,,0
N/A,N/A,4,1,Age of X-Man: Nextgen,Marvel Comics,2019-08-04,Ed Brisson | Marcus To,,0
N/A,N/A,5,1,Age of X-Man: Nextgen,Marvel Comics,2019-08-15,Ed Brisson | Marcus To,,0
N/A,Regular Phil Noto Cover,1A,1,Age of X-Man: Omega,Marvel Comics,2019-08-04,Zac Thompson | Lonnie Nadler | Simone Buonfantino,,0
N/A,Regular Patrick Zircher Cover,1A,1,Age of X-Man: Prisoner X,Marvel Comics,2019-08-04,N/A,,0
Age of X-Man,Regular Patrick Zircher Cover,2A,1,Age of X-Man: Prisoner X,Marvel Comics,2019-08-04,Vita Ayala | German Peralta,,0
N/A,N/A,3,1,Age of X-Man: Prisoner X,Marvel Comics,2019-08-04,Vita Ayala | German Peralta,,0
N/A,N/A,4,1,Age of X-Man: Prisoner X,Marvel Comics,2019-08-15,Vita Ayala | German Peralta,,0
N/A,Regular Shane Davis Michelle Delecki Federico Blee Cover,1A,1,Age of X-Man: The Amazing Nightcrawler,Marvel Comics,2019-08-04,Seanan McGuire | Juan Frigeri,,0
N/A,N/A,3,1,Age of X-Man: The Amazing Nightcrawler,Marvel Comics,2019-08-04,Seanan McGuire | Juan Frigeri,,0
N/A,N/A,4,1,Age of X-Man: The Amazing Nightcrawler,Marvel Comics,2020-08-08,Seanan McGuire | Juan Frigeri,,0
N/A,N/A,4,1,Age of X-Man: The Amazing Nightcrawler,Marvel Comics,2019-08-15,Seanan McGuire | Juan Frigeri,,0
Age of X-Man,N/A,1A,1,Age of X-Man: The Marvelous X-Men,Marvel Comics,2019-08-04,Zac Thompson | Lonnie Nadler | Marco Failla,,0
Age of X-Man,Regular Phil Noto Cover,2A,1,Age of X-Man: The Marvelous X-Men,Marvel Comics,2019-08-04,Zac Thompson | Lonnie Nadler | Marco Failla,,0
Age of X-Man,N/A,3,1,Age of X-Man: The Marvelous X-Men,Marvel Comics,2019-08-04,Zac Thompson | Lonnie Nadler | Marco Failla,,0
N/A,N/A,4,1,Age of X-Man: The Marvelous X-Men,Marvel Comics,2019-08-04,Zac Thompson | Lonnie Nadler | Marco Failla,,0
N/A,Regular Rahzzah Cover,1A,1,Age of X-Man: X-Tremists,Marvel Comics,2019-08-04,Leah Williams | Georges Jeanty | Roberto Poggi,,0
Age of X-Man,Rahzzah Regular Cover,2A,1,Age of X-Man: X-Tremists,Marvel Comics,2019-08-04,Leah Williams | Georges Jeanty,,0
N/A,N/A,3,1,Age of X-Man: X-Tremists,Marvel Comics,2019-08-04,Leah Williams | Georges Jeanty,,0
N/A,N/A,4,1,Age of X-Man: X-Tremists,Marvel Comics,2019-08-04,Leah Williams | Georges Jeanty,,0
N/A,N/A,5,1,Age of X-Man: X-Tremists,Marvel Comics,2019-08-04,Leah Williams | Georges Jeanty,,0
N/A,N/A,5,1,Age of X-Man: X-Tremists,Marvel Comics,2019-08-04,Leah Williams | Georges Jeanty,,0
"The Coulson Protocols, Episode One: Lola",Regular Mike Norton Cover,1A,1,Agents of S.H.I.E.L.D.,Marvel Comics,2016-04-09,Marc Guggenheim | German Peralta,,0
"The Coulson Protocols, Episode Two: Dangerous Liasons",Regular Mike Norton Cover,2A,1,Agents of S.H.I.E.L.D.,Marvel Comics,2016-04-09,Marc Guggenheim | German Peralta,,0
"Standoff - The Coulson Protocols, Episode Three: Free Fall",Regular Mike Norton Cover,3A,1,Agents of S.H.I.E.L.D.,Marvel Comics,2016-04-09,Marc Guggenheim | German Peralta,,0
Sins Of The Father,N/A,1,1,Air Raiders,Marvel Comics,2014-02-23,Howard Mackie | Kelley Jones | James Sinclair,,0
That Old Melmac Magic!,N/A,34,1,Alf,Marvel Comics,2014-02-23,Michael Gallagher | David Manak | Michael James,,0
"Alias Investigations, Part 1",N/A,1A,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
N/A,N/A,2,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
N/A,N/A,3,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
N/A,N/A,4,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
N/A,N/A,5,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
B Level,N/A,6,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
N/A,N/A,7,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos | Bill Sienkiewicz,,0
N/A,N/A,8,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos | Bill Sienkiewicz,,0
N/A,N/A,9,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
N/A,N/A,10,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
"Rebecca, Please Come Home, Part 1",N/A,11,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
"Rebecca, Please Come Home, Part 2",N/A,12,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos | Mark Bagley,,0
"Rebecca, Please Come Home, Part 3",N/A,13,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos | David Mack,,0
"Rebecca, Please Come Home, Part 4",N/A,14,1,Alias,Marvel Comics,2014-02-23,Brian Michael Bendis | Michael Gaydos,,0
